customer_id,first_bet_datetime,twentieth_bet_datetime,bets_used,total_betting_amount,mean_betting_amount,mean_price,pct_racing,pct_cash,pct_return,total_payout,total_return_for_entain,feature_generated_at
216b64e9-8788-4106-88eb-eb6c54bc6bd5,2024-08-18T14:45:48.036000,2024-09-04T17:28:57.021000,20,266.8,13.34,14.0195,0.15,0.95,0.05,122.229,136.471,2026-04-22T02:13:48.642484+00:00
efb32179-504e-450f-9e5d-32b1147ef61f,2024-08-02T17:18:08.058000,2024-08-25T18:16:30.000000,20,341.6,17.08,18.2355,0.8,0.95,0.05,147.875,175.225,2026-04-22T02:13:48.642484+00:00
b05c05c8-8235-4f02-8254-b87c0232b4f4,2024-08-12T15:38:14.002000,2024-08-31T02:09:28.009000,20,306.7,15.335,10.302,0.95,1,0.1,316.741,-10.041,2026-04-22T02:13:48.642484+00:00
bb57d08e-f68e-4338-b770-988266d1ee8b,2024-08-25T01:21:19.051000,2024-09-12T04:49:43.019000,20,119.1,5.955,3.538,0.65,0.95,0.4,185.513,-79.513,2026-04-22T02:13:48.642484+00:00
09c8e4f8-a3f0-4286-a4d1-285b52035406,2024-08-07T08:42:28.049000,2024-08-26T22:18:56.004000,20,145.7,7.285,4.682,0.95,0.95,0.2,56.516,79.984,2026-04-22T02:13:48.642484+00:00
290e601a-11c3-4efe-a203-fada5c7aedd1,2024-08-18T13:38:31.017000,2024-09-04T04:02:06.059000,20,195.2,9.76,10.0075,0.7,0.9,0.1,145.971,6.929,2026-04-22T02:13:48.642484+00:00
966154e6-38b5-46fc-a7f3-9cf654129dbf,2024-08-03T03:55:25.029000,2024-08-19T16:57:28.049000,20,41.2,2.06,15.664,0.95,0.95,0,0,40,2026-04-22T02:13:48.642484+00:00
c3b43437-998a-471c-a2b9-f49886cef1f9,2024-08-22T20:08:32.002000,2024-09-10T06:17:05.052000,20,175.7,8.785,15.718,0.95,0.95,0.05,80.96,85.34,2026-04-22T02:13:48.642484+00:00
4d12f622-9b63-4a87-90b5-e73b53d4aee2,2024-08-27T01:58:08.042000,2024-09-16T10:19:07.008000,20,99.4,4.97,7.881,0.8,0.95,0.25,200.591,-104.091,2026-04-22T02:13:48.642484+00:00
79feb2eb-fc7e-42c8-8076-f113fabf26b3,2024-08-12T17:21:15.037000,2024-08-28T08:05:10.005000,20,122.4,6.12,5.125,0.6,0.95,0.1,18.114,96.386,2026-04-22T02:13:48.642484+00:00
b6c1bb86-8fe2-43d2-a0b8-eaa8e8958cba,2024-08-09T06:18:12.047000,2024-08-29T06:46:10.047000,20,126.4,6.32,14.049,0.85,0.85,0,0,96.7,2026-04-22T02:13:48.642484+00:00
b0520cc3-5837-4c50-a045-c480ee5eec58,2024-08-01T17:53:08.042000,2024-08-17T02:50:43.049000,20,104.9,5.245,7.915,0.85,0.9,0.05,11.776,82.924,2026-04-22T02:13:48.642484+00:00
f485d7f9-84fd-4001-81c4-d1993805f748,2024-08-22T15:54:52.001000,2024-09-10T03:10:09.015000,20,69.1,3.455,4.836,0.75,1,0.25,26.962,42.138,2026-04-22T02:13:48.642484+00:00
68f34c59-1072-46ab-a6bd-f380796c479a,2024-08-19T08:49:02.021000,2024-09-09T04:51:58.040000,20,37.9,1.895,10.954,0.95,0.95,0,0,35,2026-04-22T02:13:48.642484+00:00
01b4cafb-2b10-43a8-8a81-73e012461020,2024-08-06T22:26:02.044000,2024-08-24T19:51:16.005000,20,272.3,13.615,2.234,0.95,1,0.4,279.075,-6.775,2026-04-22T02:13:48.642484+00:00
1e0b5431-305d-4764-9a80-ea75f148d4f6,2024-08-29T18:50:08.016000,2024-09-12T02:26:24.027000,20,120.8,6.04,9.867,0.85,0.95,0.05,51.262,55.138,2026-04-22T02:13:48.642484+00:00
785be0b1-0e99-413c-a580-2fc888f2ed97,2024-08-13T07:20:55.048000,2024-08-28T21:36:50.016000,20,232.8,11.64,8.319,0.8,0.95,0.15,226.252,-0.552,2026-04-22T02:13:48.642484+00:00
5162d597-0741-4317-8e08-c9327f1c158e,2024-08-13T07:29:51.015000,2024-08-31T00:19:01.012000,20,173.3,8.665,5.6535,0.2,1,0.15,35.805,137.495,2026-04-22T02:13:48.642484+00:00
66104199-29d2-4df9-a4ae-45d4965a1d82,2024-08-30T01:37:23.052000,2024-09-19T09:18:03.051000,20,331.7,16.585,13.7225,0.9,1,0.1,191.13,140.57,2026-04-22T02:13:48.642484+00:00
1ed4513f-e636-49b7-a3f6-7d5d70034c16,2024-08-04T08:49:01.028000,2024-08-20T17:45:16.017000,20,239.8,11.99,14.8505,0.95,0.95,0.05,191.632,29.168,2026-04-22T02:13:48.642484+00:00
e053c429-9a21-47c6-b47b-a50cd612f703,2024-08-28T16:22:30.039000,2024-09-13T05:28:03.052000,20,118.5,5.925,18.8295,0.6,0.9,0.05,15.012,98.988,2026-04-22T02:13:48.642484+00:00
50326e9b-6f33-4484-bd3b-e1752aa16df7,2024-08-18T10:03:51.023000,2024-09-09T16:52:21.028000,20,169.5,8.475,8.702,0.95,0.9,0.05,141.696,18.704,2026-04-22T02:13:48.642484+00:00
a4218e52-dd1d-4689-a310-1d0ec0dc39c7,2024-08-09T12:59:49.046000,2024-08-27T02:02:47.047000,20,229.3,11.465,3.8205,0.85,0.85,0.25,178.646,12.954,2026-04-22T02:13:48.642484+00:00
bb4b6a95-d37d-4f15-b6cf-9a323112c400,2024-08-10T01:00:48.024000,2024-08-28T20:44:33.011000,20,212.3,10.615,11.689,0.8,1,0.15,159.97,52.33,2026-04-22T02:13:48.642484+00:00
f5306704-46f1-4ec2-b5ac-6852e10b5966,2024-08-11T18:16:07.020000,2024-08-31T11:35:33.027000,20,238.8,11.94,2.5095,0.9,0.95,0.4,176.458,43.542,2026-04-22T02:13:48.642484+00:00
39f737fc-894f-4665-88d5-95db3082910a,2024-08-04T02:10:18.057000,2024-08-22T21:37:38.023000,20,107.1,5.355,19.151,0.85,1,0,0,107.1,2026-04-22T02:13:48.642484+00:00
dd14ede9-af28-4b48-afc3-e9170678769a,2024-08-25T00:40:55.000000,2024-09-14T04:48:02.026000,20,201.9,10.095,12.494,0.75,0.85,0.15,499.448,-319.048,2026-04-22T02:13:48.642484+00:00
910b25f4-06ce-45ec-a6a9-2769d39da350,2024-08-14T03:26:19.016000,2024-09-02T07:01:56.040000,20,53.9,2.695,13.692,0.9,0.95,0.1,80.067,-27.367,2026-04-22T02:13:48.642484+00:00
8ac021ea-5c9b-4eb5-b84b-38dde0572f06,2024-08-23T05:08:36.033000,2024-09-05T22:59:29.015000,20,78.5,3.925,11.454,0.85,0.85,0.1,87.6,-16.9,2026-04-22T02:13:48.642484+00:00
23702b39-b2d2-477d-8c76-e7e1dddc833b,2024-08-03T00:29:58.010000,2024-08-18T23:29:55.013000,20,230.1,11.505,5.41,0.75,0.9,0.1,48.182,154.618,2026-04-22T02:13:48.642484+00:00
333e0ada-e4ca-41be-894b-44c3491c3eac,2024-08-25T12:57:13.048000,2024-09-15T20:12:47.011000,20,56.1,2.805,5.3185,0.3,1,0,0,56.1,2026-04-22T02:13:48.642484+00:00
7d116a8f-02d9-4d6f-ac0f-692e83e9f51f,2024-08-10T09:35:03.008000,2024-08-26T13:18:16.051000,20,176.1,8.805,5.4835,0.95,0.95,0.25,81.87,92.23,2026-04-22T02:13:48.642484+00:00
987d7d40-d4ac-4564-887d-0b4c2e85fbc6,2024-08-13T08:39:45.058000,2024-08-26T15:30:15.005000,20,141.2,7.06,4.208,0.7,0.85,0.15,55.585,58.315,2026-04-22T02:13:48.642484+00:00
c231358c-bfc8-4af0-8318-2a377e69b0af,2024-08-23T07:44:03.047000,2024-09-11T23:06:32.005000,20,293.2,14.66,4.083,1,1,0.2,42.32,250.88,2026-04-22T02:13:48.642484+00:00
3b6de063-6ff3-4b5b-92c9-b52118f2e3e4,2024-08-06T11:44:24.047000,2024-08-22T03:23:41.048000,20,164.7,8.235,16.4665,0.95,1,0.1,179.235,-14.535,2026-04-22T02:13:48.642484+00:00
fd4311c2-7a98-44e8-bbd7-d41995562405,2024-08-16T12:39:24.051000,2024-09-06T00:05:01.052000,20,121.3,6.065,5.6145,0.95,1,0.3,158.066,-36.766,2026-04-22T02:13:48.642484+00:00
093cccfc-fe04-4fc7-8c94-8487cc8b6ba8,2024-08-03T03:36:07.021000,2024-08-18T05:41:34.008000,20,107,5.35,17.851,0.1,1,0.1,230.288,-123.288,2026-04-22T02:13:48.642484+00:00
4ac673c5-ea68-483b-9098-ca1fc70ea61b,2024-08-30T04:24:46.014000,2024-09-20T08:51:23.054000,20,275.9,13.795,16.287,1,1,0.3,1266.194,-990.294,2026-04-22T02:13:48.642484+00:00
db7b3527-c6db-47cb-93ff-d4d491cafbbb,2024-08-25T03:07:53.012000,2024-09-15T08:57:13.012000,20,313.4,15.67,10.228,0,0.95,0.1,236.328,50.472,2026-04-22T02:13:48.642484+00:00
f7dec189-72ab-4d35-948d-94856f05d14e,2024-08-29T09:43:23.022000,2024-09-19T02:54:47.033000,20,59.5,2.975,2.5265,0.85,1,0.5,56.304,3.196,2026-04-22T02:13:48.642484+00:00
7a4deaeb-31c2-43a3-a54f-9584d639e6b0,2024-08-27T10:24:25.034000,2024-09-11T14:17:48.035000,20,313.9,15.695,11.525,0.8,0.95,0.05,170.52,133.78,2026-04-22T02:13:48.642484+00:00
c824744c-a36e-4c3e-abcc-e5657167a61d,2024-08-14T22:38:18.028000,2024-09-03T12:31:33.027000,20,131,6.55,19.2925,0.8,1,0,0,131,2026-04-22T02:13:48.642484+00:00
7e488a92-06e6-4b57-bf67-5b2ad60c2b52,2024-08-23T13:17:56.034000,2024-09-09T06:17:24.012000,20,230,11.5,6.496,0.8,1,0.05,86.458,143.542,2026-04-22T02:13:48.642484+00:00
d248db60-c801-4efe-bbc6-ea2a1588bf08,2024-08-24T04:54:22.024000,2024-09-13T02:56:50.017000,20,159.1,7.955,13.218,0.85,0.95,0,0,154.6,2026-04-22T02:13:48.642484+00:00
bc84f5ce-3636-403c-85ef-cb0a3e4e6cb7,2024-08-18T05:00:02.055000,2024-09-05T12:02:11.001000,20,162.3,8.115,8.741,0.95,0.9,0.15,196.705,-53.605,2026-04-22T02:13:48.642484+00:00
8a58155b-d3d4-4fc9-84cd-0cedd7bbfa0f,2024-08-27T16:35:17.056000,2024-09-14T07:42:45.023000,20,338.8,16.94,18.673,1,0.95,0.15,593.912,-260.612,2026-04-22T02:13:48.642484+00:00
6e6230a3-d410-4fb2-9903-9165d777ebd2,2024-08-03T22:55:14.039000,2024-08-24T03:06:52.029000,20,194.1,9.705,16.622,0.95,0.9,0.05,300.028,-140.828,2026-04-22T02:13:48.642484+00:00
5dccae35-187b-490f-bf72-6de7768e4fbd,2024-08-01T21:21:24.047000,2024-08-20T22:23:34.026000,20,197,9.85,1.9435,0.85,1,0.3,126.811,70.189,2026-04-22T02:13:48.642484+00:00
fcce57e6-c1d6-49f6-b09c-82f3239e9c6d,2024-08-22T09:50:12.016000,2024-09-16T01:48:04.003000,20,115.1,5.755,17.2285,0.9,0.95,0,0,103.9,2026-04-22T02:13:48.642484+00:00
e84eb574-4755-4f96-8469-5a2a9395125f,2024-08-26T06:56:29.057000,2024-09-10T03:12:29.006000,20,134.6,6.73,15.3155,0.85,1,0.05,77.76,56.84,2026-04-22T02:13:48.642484+00:00
d3f43039-6cf1-4c4d-b68d-7ecbc4756a62,2024-08-20T05:36:10.033000,2024-09-02T12:31:15.019000,20,171.7,8.585,12.9355,0.75,1,0.1,236.829,-65.129,2026-04-22T02:13:48.642484+00:00
3c86ba6e-99ad-4eac-baeb-b2f1050794af,2024-08-03T00:08:45.054000,2024-08-17T05:53:11.036000,20,255.2,12.76,12.5575,0.9,0.95,0.1,395.879,-148.179,2026-04-22T02:13:48.642484+00:00
2991fb3b-219d-4349-9b07-7730bdbe6d82,2024-08-08T16:00:12.044000,2024-08-26T01:01:16.006000,20,138.6,6.93,9.995,0.95,1,0.15,246.315,-107.715,2026-04-22T02:13:48.642484+00:00
5754f4c8-5047-4a03-82ff-4aa2a152ad7e,2024-08-06T12:44:04.009000,2024-08-26T17:49:33.047000,20,159,7.95,8.2125,0.85,0.9,0.05,14.088,138.912,2026-04-22T02:13:48.642484+00:00
1c58c0a2-b030-4f32-9a3b-247f5c85cff5,2024-08-16T02:19:45.038000,2024-08-31T19:32:30.010000,20,224.1,11.205,19.7165,0.7,0.95,0.05,105.958,111.942,2026-04-22T02:13:48.642484+00:00
8d2e8304-e43d-42e4-89f6-7e93ef136266,2024-08-06T18:27:30.038000,2024-08-28T14:53:12.033000,20,292.9,14.645,14.8415,1,1,0.1,548.955,-256.055,2026-04-22T02:13:48.642484+00:00
0e13ceab-87cd-43fb-be56-9ee51608ca73,2024-08-25T07:54:38.030000,2024-09-16T16:42:45.048000,20,269.6,13.48,17.4125,0.95,0.9,0,0,223.5,2026-04-22T02:13:48.642484+00:00
a88091b4-033a-4483-ac52-d278c8bdc70f,2024-08-14T19:49:23.032000,2024-09-03T16:06:45.005000,20,283.2,14.16,13.2425,0.8,0.9,0.05,286.713,-19.713,2026-04-22T02:13:48.642484+00:00
8ffc7267-78e4-42b0-b394-f213adb98052,2024-08-25T11:43:12.013000,2024-09-12T18:12:39.006000,20,275.9,13.795,5.738,0.85,0.95,0.2,193.988,73.612,2026-04-22T02:13:48.642484+00:00
5fe3b1b6-682f-4918-870e-304807c8e4d9,2024-08-28T20:17:02.049000,2024-09-17T01:11:43.053000,20,264.8,13.24,5.3505,0.7,0.95,0.2,154.945,100.355,2026-04-22T02:13:48.642484+00:00
4ed4d63c-d818-4265-9e4d-82b073b88d0f,2024-08-28T04:55:48.057000,2024-09-20T05:07:47.013000,20,232.7,11.635,13.9695,0.65,0.95,0,0,217.9,2026-04-22T02:13:48.642484+00:00
54473143-48f3-4327-8212-8b6ac6699d22,2024-08-19T19:56:54.052000,2024-09-08T23:10:56.049000,20,203.3,10.165,3.2825,0.85,0.95,0.5,305.115,-114.215,2026-04-22T02:13:48.642484+00:00
23dccc1c-6fef-4059-943f-b07670358f11,2024-08-18T18:24:40.045000,2024-09-09T06:23:43.036000,20,97.5,4.875,3.774,0.9,1,0.05,3.454,94.046,2026-04-22T02:13:48.642484+00:00
bae71b12-a7a4-48ef-a1bc-e4ba1210fadf,2024-08-30T08:37:58.028000,2024-09-18T23:24:31.008000,20,214.5,10.725,7.535,0.85,1,0.3,429.689,-215.189,2026-04-22T02:13:48.642484+00:00
f41b9918-2463-46cd-b5dd-b97a79706865,2024-08-21T15:54:45.036000,2024-09-13T14:09:00.035000,20,72.9,3.645,7.8325,0.9,0.95,0.15,77.757,-7.157,2026-04-22T02:13:48.642484+00:00
3500cea7-fa71-4f2f-839f-1407d5ee0594,2024-08-02T21:54:46.038000,2024-08-24T17:28:13.008000,20,192.5,9.625,18.3885,0.7,0.95,0.05,579.639,-394.039,2026-04-22T02:13:48.642484+00:00
502c33d8-9fac-44bd-855d-31b719ea179b,2024-08-10T15:18:35.035000,2024-08-29T02:42:54.020000,20,179.3,8.965,17.638,0.3,0.95,0,0,140.9,2026-04-22T02:13:48.642484+00:00
2d3b43ab-9980-4383-a402-07aad818bf2d,2024-08-28T19:51:12.029000,2024-09-14T06:29:31.056000,20,245,12.25,7.749,0.6,0.95,0.2,204.118,29.082,2026-04-22T02:13:48.642484+00:00
297827f2-80d7-409f-803c-a2343846b1a5,2024-08-26T01:36:09.058000,2024-09-12T08:20:58.039000,20,173.4,8.67,3.9,0.75,0.95,0.25,227.431,-59.131,2026-04-22T02:13:48.642484+00:00
19c51174-7531-480d-ab17-66407e389cd7,2024-08-12T23:15:36.056000,2024-09-02T00:59:08.009000,20,76.1,3.805,5.3505,0.95,0.95,0.1,41.037,34.763,2026-04-22T02:13:48.642484+00:00
a46456fe-2cbc-4b83-837a-dad074ecf401,2024-08-05T02:22:17.040000,2024-08-26T16:03:25.047000,20,307.6,15.38,3.2095,0.9,1,0.3,104.813,202.787,2026-04-22T02:13:48.642484+00:00
21808b6f-4767-49f6-a796-1f0e1d75549f,2024-08-11T23:02:17.025000,2024-08-28T01:48:40.030000,20,272.1,13.605,18.055,0.35,1,0.05,82.369,189.731,2026-04-22T02:13:48.642484+00:00
9ac35aa1-e0c5-4277-b12b-1ff625192620,2024-08-12T02:25:34.039000,2024-09-01T03:11:18.018000,20,157.9,7.895,11.3365,0.8,0.95,0.1,121.867,25.133,2026-04-22T02:13:48.642484+00:00
e2aadb9c-6a4d-43a7-b85c-4b8b3803f3f3,2024-08-01T23:43:44.026000,2024-08-22T04:30:16.008000,20,163,8.15,15.7925,0.9,0.9,0.05,270.27,-117.87,2026-04-22T02:13:48.642484+00:00
